method,metric,mean,std,n_seeds
gaussian_fm,angular_sw_bin0,0.0269126,0.001797,3
gaussian_fm,angular_sw_bin1,0.0190509,0.0025389,3
gaussian_fm,angular_sw_bin2,0.0198334,0.000800101,3
gaussian_fm,angular_sw_bin3,0.0208543,0.00324352,3
gaussian_fm,angular_sw_mean,0.0216628,0.00109054,3
gaussian_fm,exploding_norm_rate,0,0,3
gaussian_fm,invalid_rate,0,0,3
gaussian_fm,ks_stat,0.337333,0.0153541,3
gaussian_fm,mmd,0.00710865,0.000608626,3
gaussian_fm,nan_rate,0,0,3
gaussian_fm,nfe,512,0,3
gaussian_fm,q950_err,0.100378,0.00349324,3
gaussian_fm,q990_err,0.294428,0.00485707,3
gaussian_fm,q995_err,0.40642,0.00465827,3
gaussian_fm,radial_w1,9.41547,0.417785,3
gaussian_fm,sample_time_s,0.197716,0.0209316,3
gaussian_fm,sliced_w1,1.4366,0.0219919,3
gaussian_fm,tail_exc_95,0.0402,0.00115181,3
gaussian_fm,tail_exc_99,0.00996667,4.71405e-05,3
gaussian_fm,total_train_time_s,20.3908,0.862028,3
rafm_empirical,angular_sw_bin0,0.010169,0.000652052,3
rafm_empirical,angular_sw_bin1,0.00977016,0.00142479,3
rafm_empirical,angular_sw_bin2,0.0109227,0.0014404,3
rafm_empirical,angular_sw_bin3,0.0112894,0.00224418,3
rafm_empirical,angular_sw_mean,0.0105378,0.00132266,3
rafm_empirical,exploding_norm_rate,0,0,3
rafm_empirical,invalid_rate,0,0,3
rafm_empirical,ks_stat,0.0123,0.00192527,3
rafm_empirical,mmd,0.000730475,0.000345775,3
rafm_empirical,nan_rate,0,0,3
rafm_empirical,nfe,512,0,3
rafm_empirical,q950_err,0.0140836,0.00616543,3
rafm_empirical,q990_err,0.0373981,0.00996078,3
rafm_empirical,q995_err,0.0346271,0.035353,3
rafm_empirical,radial_w1,0.352308,0.0543532,3
rafm_empirical,sample_time_s,0.275241,0.0265406,3
rafm_empirical,sliced_w1,0.440106,0.0942675,3
rafm_empirical,tail_exc_95,0.00243333,0.00104987,3
rafm_empirical,tail_exc_99,0.00176667,0.000329983,3
rafm_empirical,total_train_time_s,33.199,0.300197,3
rafm_oracle,angular_sw_bin0,0.010119,0.000710706,3
rafm_oracle,angular_sw_bin1,0.0106124,0.0017844,3
rafm_oracle,angular_sw_bin2,0.0113724,0.00224201,3
rafm_oracle,angular_sw_bin3,0.0109471,0.000927748,3
rafm_oracle,angular_sw_mean,0.0107627,0.00123962,3
rafm_oracle,exploding_norm_rate,0,0,3
rafm_oracle,invalid_rate,0,0,3
rafm_oracle,ks_stat,0.0108667,0.00224253,3
rafm_oracle,mmd,0.000729044,0.000337836,3
rafm_oracle,nan_rate,0,0,3
rafm_oracle,nfe,512,0,3
rafm_oracle,q950_err,0.00703485,0.00194508,3
rafm_oracle,q990_err,0.0538766,0.0361257,3
rafm_oracle,q995_err,0.0453694,0.0263174,3
rafm_oracle,radial_w1,0.370464,0.11195,3
rafm_oracle,sample_time_s,0.284239,0.0242817,3
rafm_oracle,sliced_w1,0.428964,0.0832902,3
rafm_oracle,tail_exc_95,0.00156667,0.000623609,3
rafm_oracle,tail_exc_99,0.0023,0.00147648,3
rafm_oracle,total_train_time_s,34.5158,0.298132,3
source_only_empirical,angular_sw_bin0,0.0148584,0.00104482,3
source_only_empirical,angular_sw_bin1,0.015825,0.00300652,3
source_only_empirical,angular_sw_bin2,0.016815,0.00259367,3
source_only_empirical,angular_sw_bin3,0.0166133,0.000296179,3
source_only_empirical,angular_sw_mean,0.0160279,0.00161479,3
source_only_empirical,exploding_norm_rate,0,0,3
source_only_empirical,invalid_rate,0,0,3
source_only_empirical,ks_stat,0.0356667,0.00206775,3
source_only_empirical,mmd,0.00264577,0.000759258,3
source_only_empirical,nan_rate,0,0,3
source_only_empirical,nfe,512,0,3
source_only_empirical,q950_err,0.00682195,0.0037949,3
source_only_empirical,q990_err,0.0225419,0.0144622,3
source_only_empirical,q995_err,0.0342806,0.03153,3
source_only_empirical,radial_w1,0.95435,0.043788,3
source_only_empirical,sample_time_s,0.185534,0.0146107,3
source_only_empirical,sliced_w1,0.76958,0.0903449,3
source_only_empirical,tail_exc_95,0.00183333,0.000903082,3
source_only_empirical,tail_exc_99,0.000933334,0.000612826,3
source_only_empirical,total_train_time_s,19.3578,0.376048,3
source_only_oracle,angular_sw_bin0,0.0142729,0.000748915,3
source_only_oracle,angular_sw_bin1,0.0145308,0.00211527,3
source_only_oracle,angular_sw_bin2,0.0169774,0.0018152,3
source_only_oracle,angular_sw_bin3,0.016742,0.00103431,3
source_only_oracle,angular_sw_mean,0.0156308,0.00122985,3
source_only_oracle,exploding_norm_rate,0,0,3
source_only_oracle,invalid_rate,0,0,3
source_only_oracle,ks_stat,0.0349333,0.00180062,3
source_only_oracle,mmd,0.00264855,0.000766124,3
source_only_oracle,nan_rate,0,0,3
source_only_oracle,nfe,512,0,3
source_only_oracle,q950_err,0.0100344,0.00945128,3
source_only_oracle,q990_err,0.0516181,0.0484551,3
source_only_oracle,q995_err,0.0347667,0.0209517,3
source_only_oracle,radial_w1,1.07746,0.203638,3
source_only_oracle,sample_time_s,0.205054,0.00390407,3
source_only_oracle,sliced_w1,0.791183,0.122545,3
source_only_oracle,tail_exc_95,0.00236667,0.00212027,3
source_only_oracle,tail_exc_99,0.0016,0.0015748,3
source_only_oracle,total_train_time_s,21.7476,0.661338,3
